a,b,op,c,d,real,imaginary
71,85,3,90,25,0.975931232091691,0.673352435530086
90,72,3,88,69,1.03062774890044,0.0100759696121551
26,33,3,28,7,1.15126050420168,0.890756302521008
71,61,3,76,61,0.959987364430873,0.0321154048646941
41,38,3,55,7,0.820104098893949,0.586532205595316
35,51,3,59,39,0.810475809676129,0.328668532586965
37,40,3,45,43,0.873773877129582,0.0539494062983996
91,98,3,33,10,3.34987384356602,1.95458368376787
2,86,3,68,17,0.325259515570934,1.18339100346021
23,67,3,94,50,0.486238532110092,0.454128440366972
12,74,3,67,60,0.64828779824453,0.523921374706391
11,59,3,91,8,0.176512881965249,0.632834032354703
47,81,3,57,39,1.22389937106918,0.583647798742138
51,23,3,16,4,3.33823529411765,0.602941176470588
15,85,3,60,32,0.782871972318339,0.999134948096886
9,73,3,32,7,0.744641192917055,2.11835973904939
18,40,3,77,36,0.391141868512111,0.336608996539792
63,69,3,41,27,1.8448132780083,0.46804979253112
22,60,3,25,2,1.06518282988871,2.3147853736089
6,53,3,32,15,0.790232185748599,1.28582866293034
61,77,3,9,4,8.83505154639175,4.62886597938144
83,31,3,74,25,1.13374856580888,0.035895754794296
42,88,3,44,74,1.12790070156503,0.10307609282245
37,29,3,91,19,0.453367276093497,0.22402221707938
17,69,3,96,40,0.406065088757396,0.549556213017751
35,73,3,23,47,1.54711468224982,0.012417823228634
12,28,3,98,79,0.213821394761754,0.113348059324708
52,57,3,66,2,0.813302752293578,0.838990825688073
23,57,3,68,56,0.612886597938144,0.333505154639175
84,63,3,50,4,1.76947535771065,1.11844197138315
65,78,3,94,10,0.771038495971352,0.747761862130707
5,3,3,75,4,0.0686048572948059,0.0363410742776104
43,65,3,46,17,1.28191268191268,0.939293139293139
34,43,3,82,14,0.489884393063584,0.440751445086705
31,49,3,88,48,0.505573248407643,0.281050955414013
11,84,3,49,48,0.971519659936238,0.76259298618491
36,59,3,75,36,0.697009102730819,0.452102297355873
23,99,3,92,49,0.641233317993557,0.734560515416475
23,92,3,24,57,1.51529411764706,0.234509803921569
18,80,3,19,24,2.41408751334045,1.16115261472786
44,75,3,92,63,0.705622134641679,0.332019625191024
77,44,3,57,19,1.44736842105263,0.289473684210526
67,78,3,49,57,1.36796460176991,0.000530973451327434
35,89,3,98,21,0.527526132404181,0.795121951219512
46,8,3,45,5,1.02926829268293,0.0634146341463415
24,16,3,89,22,0.296014277215943,0.106603212373587
3,45,3,86,7,0.0769644056413701,0.516991269308261
50,94,3,84,3,0.634394904458599,1.0963906581741
39,45,3,46,52,0.857676348547718,0.00871369294605809
16,70,3,32,10,1.07829181494662,1.85053380782918
82,64,3,36,25,2.36959916710047,0.132222800624675
15,35,3,64,10,0.312202097235462,0.498093422306959
6,8,3,53,2,0.118734447209385,0.146462851048702
32,91,3,42,48,1.40412979351033,0.561946902654867
10,99,3,57,57,0.956140350877193,0.780701754385965
63,93,3,41,9,1.94097616345062,1.8422247446084
32,32,3,50,7,0.715574735190271,0.539819537073362
32,19,3,83,38,0.405376215048602,0.0433217328693148
48,77,3,29,9,2.26138828633406,1.95336225596529
8,68,3,79,58,0.476418532014576,0.510983862571577
91,81,3,97,28,1.08849210242323,0.520847640537624
77,95,3,21,24,3.83185840707965,0.144542772861357
8,49,3,65,7,0.201918577445016,0.732101076275152
44,90,3,65,60,1.0555910543131,0.410223642172524
56,67,3,84,43,0.851768669286917,0.361594609769792
72,19,3,86,4,0.845655693470049,0.181597409606044
87,84,3,41,7,2.40173410404624,1.63872832369942
35,89,3,87,42,0.726775956284153,0.672131147540984
24,13,3,69,7,0.363201663201663,0.151559251559252
27,69,3,36,32,1.37068965517241,0.698275862068966
50,49,3,29,18,2.00171673819742,0.447210300429185
39,38,3,94,32,0.495131845841785,0.235699797160243
12,67,3,16,77,0.865157639450283,0.0239288601455133
14,97,3,85,27,0.478878551672115,0.989062107115916
24,20,3,46,35,0.53995809637833,0.0239449266686621
62,87,3,73,95,0.891110491848962,0.032116483210255
24,76,3,29,17,1.75929203539823,1.58938053097345
6,78,3,99,80,0.421825813221406,0.44700944386149
99,87,3,75,5,1.39115044247788,1.06725663716814
11,16,3,22,8,0.675182481751825,0.481751824817518
41,11,3,46,1,0.896079357581483,0.219650448748229
70,69,3,46,40,1.60925726587729,0.100645855758881
44,63,3,91,2,0.498491249245625,0.68135184067592
42,35,3,80,49,0.576639018293376,0.0843086012953073
1,19,3,86,25,0.0699414038149857,0.200598429123551
10,68,3,68,93,0.527687787237249,0.278309349807881
32,79,3,59,56,0.9539066042013,0.433580172283512
69,47,3,46,27,1.56168717047452,0.105096660808436
26,86,3,78,92,0.683255430299698,0.296673082210613
30,29,3,74,60,0.436315557514323,0.0381225209343323
5,83,3,47,22,0.76531748978834,1.40772372818418
86,82,3,90,37,1.13781814341536,0.443341429929243
57,72,3,83,49,0.889020452099031,0.342626480086114
53,84,3,60,24,1.24425287356322,0.902298850574713
48,68,3,36,12,1.76666666666667,1.3
1,9,3,69,79,0.0708962006907835,0.0492637702235957
38,62,3,20,11,2.76775431861804,1.57773512476008
13,49,3,89,90,0.347481430622308,0.199176081393171
42,26,3,90,6,0.48377581120944,0.256637168141593
20,37,3,65,19,0.436764064544265,0.441561273440907
5,12,3,66,72,0.125157232704402,0.0452830188679245
27,54,3,50,74,0.670260782347041,0.0880140421263791
20,93,3,24,50,1.66775032509753,0.400520156046814
97,86,3,45,32,2.33420793702853,0.251229911446376
27,46,3,97,97,0.376288659793814,0.0979381443298969
32,80,3,67,92,0.733729637921717,0.18652049718212
81,73,3,37,23,2.463645943098,0.441517386722866
13,40,3,84,28,0.282142857142857,0.382142857142857
65,16,3,83,1,0.785341074020319,0.183309143686502
60,49,3,79,46,0.836903194926409,0.132942443460572
1,37,3,6,80,0.460845245494096,0.0220633934120572
17,18,3,87,7,0.210685219217642,0.18994486741927
49,33,3,48,8,1.10472972972973,0.503378378378378
34,73,3,76,93,0.649774696707106,0.165407279029463
43,64,3,38,31,1.5043659043659,0.456964656964657
74,77,3,33,14,2.73929961089494,1.17120622568093
37,39,3,88,51,0.507008216529724,0.149347510874819
1,29,3,6,87,0.332544378698225,0.011439842209073
59,13,3,24,1,2.47660311958405,0.438474870017331
51,97,3,40,67,1.40236492034817,0.0760387584168172
63,75,3,91,34,0.877715375649041,0.496238211295963
3,83,3,33,32,1.30383341221013,1.25082820634169
31,44,3,98,37,0.425225553631641,0.288435250159482
66,78,3,71,4,0.988333003757168,1.04291081668974
8,71,3,49,14,0.533692722371968,1.29649595687332
7,15,3,34,67,0.220194862710363,0.00726306465899026
29,74,3,48,17,1.02198225993058,1.17971461627459
95,98,3,81,77,1.22025620496397,0.0498799039231385
61,32,3,45,23,1.36296006264683,0.014487079091621
94,93,3,86,31,1.31231303099198,0.608352279526146
55,97,3,63,4,0.966875784190715,1.47829360100376
4,13,3,28,31,0.29512893982808,0.137535816618911
93,85,3,89,9,1.12996750812297,0.840789802549363
69,81,3,94,87,0.824931423346541,0.0982017677537336
61,53,3,16,10,4.23033707865169,0.668539325842697
55,38,3,45,5,1.3,0.7
49,71,3,46,30,1.45358090185676,0.595490716180371
70,83,3,62,5,1.22899974153528,1.23959679503748
57,91,3,75,77,0.97645836939588,0.210836074086896
13,19,3,97,39,0.183165599268069,0.122232387923147
42,38,3,49,44,0.860041503343325,0.00322803781415725
4,97,3,70,19,0.403535449534309,1.2761832351264
3,44,3,57,76,0.389473684210526,0.252631578947368
24,18,3,34,25,0.710836608646828,0.00673778775968557
53,47,3,23,6,2.65663716814159,1.35044247787611
15,92,3,20,16,2.70121951219512,2.4390243902439
63,58,3,51,25,1.4454432734036,0.428704277743335
21,33,3,82,20,0.334362717574396,0.320887142055025
2,81,3,27,39,1.428,0.937333333333333
25,85,3,54,74,0.910390848427073,0.32650142993327
18,11,3,41,6,0.468258590564939,0.199767035527082
30,80,3,51,94,0.79129142257585,0.110168750546472
56,84,3,93,24,0.783089430894309,0.701138211382114
8,63,3,99,35,0.271812080536913,0.540268456375839
37,54,3,68,64,0.684862385321101,0.14954128440367
15,86,3,98,72,0.518122802272112,0.496889369759264
13,66,3,34,49,1.03345515884172,0.45178521225752
8,41,3,24,46,0.771916790490342,0.228826151560178
40,29,3,64,5,0.656394079107013,0.401844212569765
2,10,3,79,1,0.0269144504966357,0.12624158923422
61,61,3,34,12,2.15846153846154,1.03230769230769
36,43,3,56,37,0.800665926748058,0.238845726970033
40,66,3,31,13,1.85663716814159,1.35044247787611
86,13,3,89,11,0.969534941556827,0.0262372544143248
13,81,3,15,55,1.43076923076923,0.153846153846154
67,71,3,24,20,3.10245901639344,0.372950819672131
40,43,3,69,28,0.71487826871055,0.333092876465284
18,53,3,81,97,0.413212273011897,0.159486537257358
4,40,3,23,87,0.441096567053594,0.0706347246233638
73,78,3,83,78,0.936020966622986,0.0601248747398443
82,59,3,85,34,1.0709939148073,0.265720081135903
46,51,3,87,45,0.656347717323327,0.24671669793621
7,51,3,23,29,1.1970802919708,0.708029197080292
73,62,3,82,27,1.02777405071783,0.417684154031933
61,84,3,55,39,1.45864496260449,0.492960844698636
92,88,3,92,9,1.08320655354008,0.850555880631949
99,77,3,89,42,1.24367578729995,0.278265358802271
99,58,3,90,27,1.18654434250765,0.288481141692151
95,91,3,85,7,1.19769040417927,0.971954907891119
28,28,3,44,15,0.764460897732531,0.375751966682092
4,61,3,52,53,0.624161073825503,0.536912751677852
59,95,3,81,93,0.895069033530572,0.145167652859961
3,13,3,69,62,0.117722254503196,0.0826263800116212
3,21,3,52,36,0.228,0.246
21,33,3,40,44,0.648190045248869,0.111990950226244
1,13,3,7,82,0.158423150745608,0.0013288055514543
44,64,3,92,26,0.624945295404814,0.519037199124726
58,86,3,57,30,1.41865509761388,0.762111352133044
11,34,3,33,35,0.671132238547969,0.318496110630942
26,64,3,46,50,0.952339688041594,0.356152512998267
34,87,3,87,47,0.720699529556146,0.610656575986909
99,69,3,27,14,3.93405405405405,0.515675675675676
5,36,3,93,85,0.222061232203603,0.184137583469825
36,89,3,18,22,3.22524752475247,1.00247524752475
50,70,3,92,28,0.709342560553633,0.544982698961938
17,40,3,89,98,0.310014265335235,0.108074179743224
86,88,3,65,28,1.60790576961469,0.661209822319824
95,60,3,85,49,1.14429669644712,0.0462289632246
8,38,3,69,96,0.300493668169135,0.132646490663232
7,90,3,85,71,0.569460296755258,0.583156693298549
63,56,3,89,15,0.791431377363123,0.49582617235453
40,35,3,47,12,0.977475563110922,0.495112622184445
3,22,3,48,64,0.2425,0.135
39,82,3,47,6,1.03563474387528,1.61247216035635
65,76,3,23,26,2.8804979253112,0.0481327800829876
11,23,3,74,3,0.16098450319052,0.304284412032817
45,46,3,95,81,0.513345309893494,0.0465161041960734
55,61,3,97,91,0.615375918598078,0.0515545505935557
19,68,3,8,17,3.70538243626062,0.626062322946176
33,45,3,85,51,0.519031141868512,0.217993079584775
20,41,3,20,34,1.15295629820051,0.089974293059126
31,87,3,27,67,1.27750095822154,0.0521272518206209
6,99,3,67,85,0.752689089977804,0.522707870923681
39,97,3,95,72,0.752269688225772,0.450911394186783
11,52,3,88,80,0.362556561085973,0.26131221719457
76,99,3,64,50,1.48787143723469,0.3844754396604
47,96,3,27,18,2.84615384615385,1.65811965811966
97,96,3,85,77,1.18876387410674,0.0525315493386042
82,95,3,48,24,2.15833333333333,0.9
79,76,3,91,81,0.899137582536046,0.0348335803800027
27,86,3,11,18,4.14606741573034,1.03370786516854
92,82,3,59,7,1.70028328611898,1.18810198300283
15,69,3,50,96,0.629395698190509,0.171560259474223
62,68,3,81,61,0.891849834662517,0.167866173896129
85,87,3,70,51,1.38474870017331,0.233968804159445
69,24,3,49,11,1.44528152260111,0.165344964314037
28,82,3,77,6,0.443922883487007,1.0303436714166
97,10,3,61,4,1.59405940594059,0.0594059405940594
12,41,3,86,46,0.30677039529016,0.312657695542473
21,58,3,89,61,0.464439099811029,0.333361965298059
29,86,3,94,10,0.40129811996419,0.872202327663384
99,97,3,82,27,1.44062793505971,0.708573728699852
34,85,3,33,3,1.25409836065574,2.46174863387978
86,57,3,66,8,1.38733031674208,0.695475113122172
15,50,3,80,19,0.318000295814229,0.549474929744121
91,97,3,50,21,2.23971438286297,0.999319959197552
11,76,3,73,58,0.599447831588635,0.564822270792592
29,94,3,23,29,2.47664233576642,0.964233576642336
24,28,3,64,7,0.417852834740651,0.391797346200241
10,83,3,58,40,0.785656728444803,0.889202256244964
63,12,3,79,7,0.804610492845787,0.08060413354531
43,42,3,99,1,0.438583962456641,0.419812283207509
68,86,3,47,30,1.85783210035381,0.643936957220971
16,81,3,41,38,1.19488,0.86816
25,43,3,94,29,0.371706107264648,0.342771520099204
59,34,3,89,16,0.708695120459826,0.254616607557784
59,54,3,91,49,0.750327653997379,0.189384010484928
27,50,3,35,34,1.11087778244435,0.349433011339773
43,40,3,93,21,0.532343234323432,0.30990099009901
67,55,3,75,11,0.97981204316046,0.589627567003133
84,78,3,80,70,1.07787610619469,0.031858407079646
7,54,3,49,80,0.529826156118623,0.237018520622656
7,20,3,33,35,0.402333621434745,0.179343128781331
40,54,3,67,53,0.759386133187175,0.205261715538504
19,32,3,53,28,0.529640968549958,0.323963261898135
86,65,3,77,55,1.13882063882064,0.0307125307125307
52,59,3,91,56,0.703862660944206,0.215205395462906
5,47,3,49,55,0.521562845558422,0.373755989679322
36,57,3,84,84,0.553571428571429,0.125
35,31,3,75,24,0.54329946782777,0.239477503628447
34,65,3,49,38,1.07568270481144,0.492327698309493
86,28,3,71,10,1.24217078389418,0.219412565648706
97,91,3,66,53,1.56664340544313,0.120725750174459
4,41,3,43,61,0.479892280071813,0.272710951526032
91,75,3,55,39,1.74439067311923,0.126704795424549
90,89,3,84,63,1.19428571428571,0.163809523809524
30,56,3,20,26,1.91078066914498,0.315985130111524
72,31,3,95,29,0.784411108858707,0.0868639772957632
8,17,3,29,48,0.333227344992051,0.0346581875993641
13,65,3,17,56,1.12729927007299,0.11007299270073
21,31,3,57,69,0.416479400749064,0.0397003745318352
11,60,3,70,90,0.474615384615385,0.246923076923077
15,93,3,87,80,0.62602906435679,0.493306607488009
74,55,3,43,30,1.75773008366679,0.0527464532557294
47,63,3,71,60,0.823631524129152,0.19129730355283
1,62,3,28,2,0.192893401015228,2.2005076142132
84,38,3,27,3,3.22764227642276,1.04878048780488
84,67,3,78,39,1.20512820512821,0.256410256410256
17,25,3,93,1,0.185664739884393,0.266820809248555
6,9,3,38,8,0.19893899204244,0.194960212201591
21,62,3,72,19,0.48512173128945,0.733092876465284
45,51,3,53,11,1.00546075085324,0.75358361774744
1,54,3,52,62,0.519242516799023,0.419364691508858
19,51,3,45,80,0.585756676557863,0.0919881305637982
89,46,3,48,24,1.86666666666667,0.025
7,35,3,54,65,0.371516594314522,0.200952247584372
66,26,3,62,5,1.09123804600672,0.331351770483329
68,27,3,88,15,0.801731710377714,0.170159367549253
37,95,3,74,69,0.907785484028524,0.437335156784214
59,71,3,77,70,0.878474466709761,0.123464770523594
1,85,3,96,90,0.447331947331947,0.466042966042966
7,67,3,89,69,0.41365715186879,0.432108500236556
88,64,3,76,12,1.25945945945946,0.643243243243243
2,33,3,94,19,0.088615852995542,0.33315211482005
14,24,3,62,56,0.316905444126074,0.100859598853868
26,63,3,98,22,0.389968279143537,0.555313243457573
28,45,3,69,57,0.561423220973783,0.188389513108614
2,3,3,72,39,0.0389261744966443,0.0205816554809843
70,58,3,99,25,0.803759831191253,0.38288893151736
8,63,3,41,78,0.675080489375402,0.252285898261429
81,66,3,97,40,0.953492596966119,0.287219547642838
35,48,3,74,42,0.636187845303867,0.287569060773481
10,55,3,75,22,0.320838107709936,0.639220821738419
19,79,3,66,56,0.757875066737854,0.553924185798185
5,57,3,22,44,1.08181818181818,0.427272727272727
61,81,3,99,21,0.755711775043937,0.657879320445226
9,54,3,26,97,0.542588001983143,0.0526524541398116
54,32,3,48,26,1.1489932885906,0.0442953020134228
46,70,3,53,67,0.976705946834749,0.0860509728692792
13,62,3,34,48,0.987861271676301,0.428901734104046
63,77,3,36,11,2.19830628087509,1.46718419195483
78,59,3,94,37,0.932386085252327,0.260656540911318
51,24,3,36,8,1.49117647058824,0.335294117647059
27,73,3,89,7,0.365621079046424,0.791468005018821
14,29,3,96,15,0.188433428662218,0.272640610104862
3,12,3,50,81,0.123827392120075,0.0393996247654784
22,38,3,76,4,0.314917127071823,0.483425414364641
15,26,3,97,94,0.213702384214853,0.0609482049876679
83,91,3,79,73,1.14088159031979,0.097666378565255
14,63,3,54,74,0.645614871306006,0.281935176358437
23,38,3,62,20,0.515080113100848,0.44674835061263
27,93,3,71,79,0.821131005140932,0.396206346392484
66,63,3,3,1,26.1,12.3
17,80,3,37,66,1.03213973799127,0.321048034934498
61,70,3,87,46,0.880433660299432,0.339081053175013
6,45,3,49,4,0.196110881257758,0.90235829540753
17,47,3,21,34,1.22417031934878,0.256105197244834
45,55,3,78,52,0.724852071005917,0.22189349112426
27,57,3,51,40,0.870507022137586,0.434896453225422
46,76,3,52,42,1.24977618621307,0.452103849597135
3,76,3,19,49,1.36893555394642,0.469587255611875
6,38,3,42,12,0.371069182389937,0.79874213836478
23,10,3,63,16,0.380828402366864,0.0620118343195266
24,49,3,72,81,0.485057471264368,0.134865900383142
21,50,3,93,92,0.382925261497107,0.158826623035119
59,80,3,53,60,1.236854423467,0.10922140739585
15,87,3,67,15,0.490029698769622,1.18879932117098
25,47,3,72,30,0.527613412228797,0.432938856015779
57,98,3,44,41,1.80425767210395,0.546032623721316
19,91,3,45,20,1.10309278350516,1.5319587628866
66,82,3,60,12,1.32051282051282,1.1025641025641
3,52,3,96,91,0.28690632679888,0.269703377721895
42,93,3,86,41,0.818001542359811,0.69141786934009
9,26,3,64,70,0.266340595820365,0.114939973321476
67,92,3,49,1,1.40507910074938,1.8488759367194
9,54,3,76,87,0.403297115024354,0.248857249906332
83,35,3,40,6,2.15770171149144,0.551344743276284
25,83,3,90,43,0.584882902804302,0.642778168660167
67,74,3,84,35,0.992392223161454,0.467455621301775
40,73,3,27,24,2.17011494252874,0.774712643678161
22,23,3,91,29,0.292589344442008,0.159504494628371
41,63,3,45,34,1.25337944042754,0.45300220056586
21,52,3,56,88,0.528676470588235,0.0977941176470588
24,53,3,55,54,0.703921898670258,0.272513044941929
15,79,3,72,58,0.662377164248947,0.563640617688348
71,52,3,50,21,1.57837470248215,0.377082624957497
2,38,3,36,82,0.397506234413965,0.150124688279302
43,78,3,27,27,2.24074074074074,0.648148148148148
52,84,3,13,10,5.63568773234201,2.12639405204461
2,25,3,8,18,1.20103092783505,0.422680412371134
99,46,3,91,11,1.1324684598905,0.36860271363961
15,92,3,55,42,0.979118813948632,0.92503654207559
30,85,3,93,16,0.466030320044919,0.833801235261089
25,51,3,58,39,0.703991811668373,0.405936540429887
5,26,3,79,97,0.186389776357828,0.100255591054313
71,91,3,65,26,1.42440318302387,0.830238726790451
66,57,3,37,23,1.97734457323498,0.311380400421496
12,52,3,29,70,0.694652499564536,0.116356035533879
6,47,3,58,85,0.410142600812164,0.209273774671829
52,57,3,76,10,0.769571136827774,0.648740639891082
42,48,3,78,76,0.583811129848229,0.0465430016863406
67,43,3,12,6,5.9,0.633333333333333
67,62,3,30,15,2.61333333333333,0.76
34,65,3,59,44,0.89828318257338,0.431788812996123
30,78,3,71,70,0.763504677597827,0.345840458706368
46,57,3,86,14,0.626185458377239,0.560853530031612
10,80,3,46,49,0.969670135045384,0.70622094310383
49,96,3,26,2,2.15588235294118,3.52647058823529
28,95,3,39,6,1.06743737957611,2.27167630057804
60,59,3,87,32,0.827184917956476,0.37390899569417
29,79,3,16,4,2.86764705882353,4.22058823529412
38,78,3,57,86,0.83363081258807,0.11066228276186
59,60,3,64,51,1.02075556219203,0.124085411378229
44,21,3,95,44,0.465650944256911,0.00538272055469392
39,71,3,51,76,0.881580518085233,0.0784290318729856
59,71,3,55,10,1.2656,1.0608
1,11,3,90,55,0.0624719101123596,0.0840449438202247
41,70,3,64,71,0.831126190215607,0.171719382729561
9,17,3,47,41,0.287917737789203,0.110539845758355
68,97,3,25,32,2.91328077622802,0.151000606428138
21,60,3,65,19,0.546227649367641,0.763410379415613
87,39,3,34,14,2.59171597633136,0.0798816568047337
44,92,3,87,41,0.821621621621622,0.67027027027027
90,19,3,11,1,8.27049180327869,0.975409836065574
44,77,3,84,12,0.641666666666667,0.825
15,14,3,34,20,0.507712082262211,0.113110539845758
82,98,3,58,2,1.47030878859858,1.63895486935867
25,34,3,50,54,0.569793205317578,0.0646233382570162
90,26,3,68,15,1.3425448546092,0.0862033408950299
23,62,3,81,18,0.432679738562092,0.669281045751634
40,87,3,97,2,0.430680973122278,0.888027196430468
22,29,3,28,5,0.940667490729295,0.867737948084054
81,73,3,37,10,2.53710006807352,1.28727025187202
46,94,3,73,36,1.01766037735849,0.785811320754717
7,76,3,38,4,0.39041095890411,1.95890410958904
16,54,3,73,91,0.446877296105805,0.182659808963997
33,67,3,96,14,0.436251593710157,0.634296642583935
17,60,3,25,39,1.28844361602982,0.390027958993476
97,50,3,48,10,2.14475873544093,0.594841930116473
60,82,3,97,51,0.832805995004163,0.407493755203997
32,22,3,82,40,0.420951465641519,0.0629505045651129
6,13,3,29,57,0.223716381418093,0.00855745721271394
35,48,3,48,50,0.849292256452956,0.115320566194838
11,46,3,65,80,0.413647058823529,0.198588235294118
1,72,3,2,48,1.49826689774697,0.0415944540727903
29,58,3,24,27,1.73333333333333,0.466666666666667
28,97,3,97,28,0.532914745413519,0.846168939468262
43,49,3,71,24,0.752893003382589,0.435641801673491
13,85,3,74,23,0.485761865112406,0.99766860949209
32,51,3,59,83,0.590260366441659,0.0340405014464802
2,56,3,38,99,0.49977767896843,0.171631836371721
12,14,3,83,51,0.180189673340358,0.0579557428872497
38,82,3,58,42,1.10140405616225,0.616224648985959
60,71,3,91,7,0.715126050420168,0.725210084033613
7,48,3,22,15,1.2327221438646,1.34132581100141
62,95,3,93,65,0.927528351716638,0.373232872456113
57,81,3,23,23,3,0.521739130434783
53,84,3,81,82,0.841625893865261,0.185020700037636
23,89,3,90,24,0.48478561549101,0.859612724757953
5,97,3,32,59,1.30588235294118,0.623529411764706
67,61,3,13,2,5.73988439306358,3.80924855491329
81,77,3,99,10,0.887688112311888,0.688112311887688
22,53,3,88,6,0.289717223650386,0.582519280205656
3,88,3,80,38,0.456909739928608,0.882967873533911
23,36,3,45,39,0.687817258883249,0.203891708967851
35,40,3,93,88,0.413286158726286,0.0390410541084609
44,86,3,66,64,0.994794131566493,0.338381448177946
50,81,3,53,4,1.05274336283186,1.44884955752212
28,96,3,20,5,2.44705882352941,4.18823529411765
33,8,3,42,6,0.796666666666667,0.0766666666666667
12,60,3,72,58,0.508189050070192,0.42395882077679
93,53,3,80,34,1.22313393329804,0.142668078348332
42,60,3,53,44,1.02550052687039,0.280716543730242
28,40,3,80,85,0.41394495412844,0.0601834862385321
20,31,3,78,69,0.341078838174274,0.0957123098201936
13,19,3,65,78,0.225725094577554,0.021437578814628
34,89,3,83,14,0.574170783345095,0.975441072688779
37,77,3,67,66,0.854833239118146,0.307179197286603
84,45,3,27,3,3.25609756097561,1.30487804878049
13,65,3,32,28,1.23672566371681,0.949115044247788
97,94,3,37,4,2.86281588447653,2.23104693140794
68,24,3,89,30,0.767713411177871,0.0108831198276839
18,40,3,44,50,0.629395852119026,0.193868349864743
4,49,3,37,34,0.718415841584158,0.664158415841584
24,97,3,94,64,0.654500463965357,0.586297556449119
3,63,3,85,9,0.112510265535177,0.729263618943334
83,78,3,94,87,0.88924108503505,0.00676622980798537
28,71,3,78,98,0.582738398776135,0.178097909229985
44,24,3,71,5,0.640347414133439,0.292933280694828
40,63,3,16,18,3.05862068965517,0.496551724137931
50,47,3,63,50,0.850208687586953,0.071262946359561
4,4,3,40,30,0.112,0.016
24,85,3,38,98,0.836531498913831,0.0794713975380159
71,81,3,42,10,2.0343347639485,1.44420600858369
44,84,3,30,41,1.84579620302208,0.277411855869818
29,30,3,79,21,0.437144567494762,0.263543849146962
40,78,3,53,20,1.14677469616703,1.03895294484263
50,76,3,73,63,0.907506990750699,0.257904925790493
8,99,3,44,71,1.05790454350007,0.542926759352157
8,96,3,22,48,1.71592539454806,0.619799139167862
56,89,3,80,40,1.005,0.61
27,77,3,62,84,0.74697247706422,0.229908256880734
67,62,3,43,15,1.83751205400193,0.800867888138862
12,80,3,56,39,0.814258106076874,0.861498818982177
31,53,3,91,71,0.494220087074013,0.196817294700495
20,40,3,31,26,1.01405009163103,0.439828955406231
13,25,3,88,39,0.228710199676201,0.182730706961684
53,94,3,60,68,1.16391050583658,0.247568093385214
9,45,3,37,70,0.555591003349817,0.165098101770617
28,70,3,50,62,0.904791929382093,0.278058007566204
5,18,3,85,15,0.0932885906040269,0.195302013422819
50,82,3,82,24,0.831232876712329,0.756712328767123
72,99,3,74,35,1.31219221011789,0.717206387106402
6,28,3,52,63,0.311104450771767,0.161546530795744
46,84,3,62,54,1.09289940828402,0.402958579881657
46,87,3,24,31,2.47299934938191,0.430709173715029
32,82,3,37,42,1.47717842323652,0.539419087136929
91,82,3,32,9,3.30316742081448,1.63348416289593
17,62,3,95,60,0.422574257425743,0.385742574257426
97,68,3,94,23,1.14063000533903,0.444313934863855
77,70,3,95,64,0.898940629525189,0.131239996951452
36,23,3,50,22,0.772788203753351,0.119973190348526
21,46,3,58,58,0.577586206896552,0.21551724137931
28,50,3,61,17,0.637905236907731,0.641895261845387
90,62,3,50,21,1.97279836790207,0.411424685481129
1,49,3,15,52,0.875042676681461,0.233185387504268
